GVKEY,LPERMNO,LPERMCO,datadate,fyear,indfmt,consol,popsrc,datafmt,cusip,conm,curcd,fyr,at,costat,fic,mkvalt,prcc_f,sic
008475,35238,21383,20100131,2009,INDL,C,D,STD,713278109,PEP BOYS-MANNY MOE & JACK,USD,1,1499.0860,I,USA,437.4816,8.3500,5531
008475,35238,21383,20110131,2010,INDL,C,D,STD,713278109,PEP BOYS-MANNY MOE & JACK,USD,1,1556.6720,I,USA,733.0349,13.9400,5531
008475,35238,21383,20120131,2011,INDL,C,D,STD,713278109,PEP BOYS-MANNY MOE & JACK,USD,1,1633.7790,I,USA,791.3100,15.0000,5531
008475,35238,21383,20130131,2012,INDL,C,D,STD,713278109,PEP BOYS-MANNY MOE & JACK,USD,1,1603.9490,I,USA,591.2924,11.1300,5531
008475,35238,21383,20140131,2013,INDL,C,D,STD,713278109,PEP BOYS-MANNY MOE & JACK,USD,1,1605.4810,I,USA,635.1841,11.9400,5531
008475,35238,21383,20150131,2014,INDL,C,D,STD,713278109,PEP BOYS-MANNY MOE & JACK,USD,1,1541.7410,I,USA,451.5867,8.4300,5531
008479,13856,21384,20101231,2010,INDL,C,D,STD,713448108,PEPSICO INC,USD,12,68153.0000,A,USA,103286.7300,65.3300,2080
008479,13856,21384,20111231,2011,INDL,C,D,STD,713448108,PEPSICO INC,USD,12,72882.0000,A,USA,103771.4000,66.3500,2080
008479,13856,21384,20121231,2012,INDL,C,D,STD,713448108,PEPSICO INC,USD,12,74638.0000,A,USA,105655.9200,68.4300,2080
008479,13856,21384,20131231,2013,INDL,C,D,STD,713448108,PEPSICO INC,USD,12,77478.0000,A,USA,126815.2600,82.9400,2080
008479,13856,21384,20141231,2014,INDL,C,D,STD,713448108,PEPSICO INC,USD,12,70509.0000,A,USA,140705.2800,94.5600,2080
008479,13856,21384,20151231,2015,INDL,C,D,STD,713448108,PEPSICO INC,USD,12,69667.0000,A,USA,144684.1600,99.9200,2080
008486,50550,21385,20101231,2010,INDL,C,D,STD,901109108,TUTOR PERINI CORP,USD,12,2779.2200,A,USA,1008.1969,21.4100,1540
008486,50550,21385,20111231,2011,INDL,C,D,STD,901109108,TUTOR PERINI CORP,USD,12,3613.1270,A,USA,584.0399,12.3400,1540
008486,50550,21385,20121231,2012,INDL,C,D,STD,901109108,TUTOR PERINI CORP,USD,12,3296.4100,A,USA,651.5172,13.7000,1540
008486,50550,21385,20131231,2013,INDL,C,D,STD,901109108,TUTOR PERINI CORP,USD,12,3397.4380,A,USA,1273.4723,26.3000,1540
008486,50550,21385,20141231,2014,INDL,C,D,STD,901109108,TUTOR PERINI CORP,USD,12,3773.3150,A,USA,1171.5110,24.0700,1540
008486,50550,21385,20151231,2015,INDL,C,D,STD,901109108,TUTOR PERINI CORP,USD,12,4042.4410,A,USA,821.4820,16.7400,1540
008493,62359,21389,20101231,2010,INDL,C,D,STD,714236106,PERMIAN BASIN ROYALTY TRUST,USD,12,5.5520,A,USA,1056.1599,22.6600,6792
008493,62359,21389,20111231,2011,INDL,C,D,STD,714236106,PERMIAN BASIN ROYALTY TRUST,USD,12,5.6200,A,USA,949.4253,20.3700,6792
008493,62359,21389,20121231,2012,INDL,C,D,STD,714236106,PERMIAN BASIN ROYALTY TRUST,USD,12,3.4000,A,USA,571.4263,12.2600,6792
008493,62359,21389,20131231,2013,INDL,C,D,STD,714236106,PERMIAN BASIN ROYALTY TRUST,USD,12,3.9180,A,USA,599.3917,12.8600,6792
008493,62359,21389,20141231,2014,INDL,C,D,STD,714236106,PERMIAN BASIN ROYALTY TRUST,USD,12,2.8280,A,USA,445.1160,9.5500,6792
008493,62359,21389,20151231,2015,INDL,C,D,STD,714236106,PERMIAN BASIN ROYALTY TRUST,USD,12,2.1450,A,USA,235.8415,5.0600,6792
008512,62341,3526,20101231,2010,INDL,C,D,STD,69327R101,PDC ENERGY INC,USD,12,1389.0350,A,USA,991.1428,42.2500,1311
008512,62341,3526,20111231,2011,INDL,C,D,STD,69327R101,PDC ENERGY INC,USD,12,1698.0050,A,USA,829.7195,35.1100,1311
008512,62341,3526,20121231,2012,INDL,C,D,STD,69327R101,PDC ENERGY INC,USD,12,1826.8480,A,USA,1005.8977,33.2100,1311
008512,62341,3526,20131231,2013,INDL,C,D,STD,69327R101,PDC ENERGY INC,USD,12,2025.2030,A,USA,1898.3574,53.2200,1311
008512,62341,3526,20141231,2014,INDL,C,D,STD,69327R101,PDC ENERGY INC,USD,12,2340.5880,A,USA,1481.8406,41.2700,1311
008512,62341,3526,20151231,2015,INDL,C,D,STD,69327R101,PDC ENERGY INC,USD,12,2370.5430,A,USA,2143.4739,53.3800,1311
008515,62368,3548,20101231,2010,INDL,C,D,STD,69336T205,PHI INC,USD,12,945.1390,A,USA,295.0115,18.8400,4522
008515,62376,3548,20101231,2010,INDL,C,D,STD,69336T205,PHI INC,USD,12,945.1390,A,USA,295.0115,18.8400,4522
008515,62368,3548,20111231,2011,INDL,C,D,STD,69336T205,PHI INC,USD,12,964.1320,A,USA,376.1381,24.8500,4522
008515,62376,3548,20111231,2011,INDL,C,D,STD,69336T205,PHI INC,USD,12,964.1320,A,USA,376.1381,24.8500,4522
008515,62368,3548,20121231,2012,INDL,C,D,STD,69336T205,PHI INC,USD,12,1147.8940,A,USA,508.6906,33.4900,4522
008515,62376,3548,20121231,2012,INDL,C,D,STD,69336T205,PHI INC,USD,12,1147.8940,A,USA,508.6906,33.4900,4522
008515,62368,3548,20131231,2013,INDL,C,D,STD,69336T205,PHI INC,USD,12,1173.3230,A,USA,660.9066,43.4000,4522
008515,62376,3548,20131231,2013,INDL,C,D,STD,69336T205,PHI INC,USD,12,1173.3230,A,USA,660.9066,43.4000,4522
008515,62368,3548,20141231,2014,INDL,C,D,STD,69336T205,PHI INC,USD,12,1376.0800,A,USA,574.9584,37.4000,4522
008515,62376,3548,20141231,2014,INDL,C,D,STD,69336T205,PHI INC,USD,12,1376.0800,A,USA,574.9584,37.4000,4522
008515,62376,3548,20151231,2015,INDL,C,D,STD,69336T205,PHI INC,USD,12,1430.3320,A,USA,257.9991,16.4100,4522
008515,62368,3548,20151231,2015,INDL,C,D,STD,69336T205,PHI INC,USD,12,1430.3320,A,USA,257.9991,16.4100,4522
008530,21936,21394,20101231,2010,INDL,C,D,STD,717081103,PFIZER INC,USD,12,195014.0000,A,USA,140290.1200,17.5100,2834
008530,21936,21394,20111231,2011,INDL,C,D,STD,717081103,PFIZER INC,USD,12,188002.0000,A,USA,163923.0000,21.6400,2834
008530,21936,21394,20121231,2012,INDL,C,D,STD,717081103,PFIZER INC,USD,12,185798.0000,A,USA,182476.9868,25.0793,2834
008530,21936,21394,20131231,2013,INDL,C,D,STD,717081103,PFIZER INC,USD,12,172101.0000,A,USA,196001.3700,30.6300,2834
008530,21936,21394,20141231,2014,INDL,C,D,STD,717081103,PFIZER INC,USD,12,169274.0000,A,USA,195964.6500,31.1500,2834
008530,21936,21394,20151231,2015,INDL,C,D,STD,717081103,PFIZER INC,USD,12,167460.0000,A,USA,199329.0000,32.2800,2834
008539,21776,21396,20101231,2010,INDL,C,D,STD,30161N101,EXELON CORP,USD,12,52240.0000,A,USA,27559.2258,41.6400,4911
008539,21776,21396,20111231,2011,INDL,C,D,STD,30161N101,EXELON CORP,USD,12,55092.0000,A,USA,28770.3135,43.3700,4911
008539,21776,21396,20121231,2012,INDL,C,D,STD,30161N101,EXELON CORP,USD,12,78554.0000,A,USA,25421.1869,29.7400,4911
008539,21776,21396,20131231,2013,INDL,C,D,STD,30161N101,EXELON CORP,USD,12,79924.0000,A,USA,23481.1731,27.3900,4911
008539,21776,21396,20141231,2014,INDL,C,D,STD,30161N101,EXELON CORP,USD,12,86814.0000,A,USA,31882.6076,37.0800,4911
008539,21776,21396,20151231,2015,INDL,C,D,STD,30161N101,EXELON CORP,USD,12,95384.0000,A,USA,25546.3173,27.7700,4911
008542,52898,21397,20101231,2010,INDL,C,D,STD,03836W103,AQUA AMERICA INC,USD,12,4072.4660,A,USA,3097.2045,22.4800,4941
008542,52898,21397,20111231,2011,INDL,C,D,STD,03836W103,AQUA AMERICA INC,USD,12,4348.4200,A,USA,3060.8708,22.0500,4941
008542,52898,21397,20121231,2012,INDL,C,D,STD,03836W103,AQUA AMERICA INC,USD,12,4858.5170,A,USA,3563.0706,25.4200,4941
008542,52898,21397,20131231,2013,INDL,C,D,STD,03836W103,AQUA AMERICA INC,USD,12,5051.8170,A,USA,4169.5561,23.5900,4941
008542,52898,21397,20141231,2014,INDL,C,D,STD,03836W103,AQUA AMERICA INC,USD,12,5406.7520,A,USA,4719.3051,26.7000,4941
008542,52898,21397,20151231,2015,INDL,C,D,STD,03836W103,AQUA AMERICA INC,USD,12,5741.0380,A,USA,5261.0112,29.8000,4941
008543,13901,21398,20101231,2010,INDL,C,D,STD,02209S103,ALTRIA GROUP INC,USD,12,37402.0000,A,USA,51424.7788,24.6200,2111
008543,13901,21398,20111231,2011,INDL,C,D,STD,02209S103,ALTRIA GROUP INC,USD,12,36962.0000,A,USA,60617.0234,29.6500,2111
008543,13901,21398,20121231,2012,INDL,C,D,STD,02209S103,ALTRIA GROUP INC,USD,12,35329.0000,A,USA,63186.2256,31.4400,2111
008543,13901,21398,20131231,2013,INDL,C,D,STD,02209S103,ALTRIA GROUP INC,USD,12,34859.0000,A,USA,76529.6588,38.3900,2111
008543,13901,21398,20141231,2014,INDL,C,D,STD,02209S103,ALTRIA GROUP INC,USD,12,34475.0000,A,USA,97134.5240,49.2700,2111
008543,13901,21398,20151231,2015,INDL,C,D,STD,02209S103,ALTRIA GROUP INC,USD,12,32535.0000,A,USA,114095.0344,58.2100,2111
008544,81043,21399,20101231,2010,INDL,C,D,STD,718252604,PLDT-PHILIPPINE LNG DIST TEL,USD,12,6359.1850,A,PHL,,58.2700,4812
008544,81043,21399,20111231,2011,INDL,C,D,STD,718252604,PLDT-PHILIPPINE LNG DIST TEL,USD,12,9036.5550,A,PHL,,57.6200,4812
008544,81043,21399,20121231,2012,INDL,C,D,STD,718252604,PLDT-PHILIPPINE LNG DIST TEL,USD,12,10003.1050,A,PHL,,61.3100,4812
008544,81043,21399,20131231,2013,INDL,C,D,STD,718252604,PLDT-PHILIPPINE LNG DIST TEL,USD,12,9027.8220,A,PHL,,60.0800,4812
008544,81043,21399,20141231,2014,INDL,C,D,STD,718252604,PLDT-PHILIPPINE LNG DIST TEL,USD,12,9764.2820,A,PHL,,63.2900,4812
008544,81043,21399,20151231,2015,INDL,C,D,STD,718252604,PLDT-PHILIPPINE LNG DIST TEL,USD,12,9716.2780,A,PHL,,42.7500,4812
008546,88487,3545,20101231,2010,INDL,C,D,STD,500472303,KONINKLIJKE PHILIPS NV,USD,12,42817.7360,A,NLD,,30.7000,9997
008546,88487,3545,20111231,2011,INDL,C,D,STD,500472303,KONINKLIJKE PHILIPS NV,USD,12,37577.5920,A,NLD,,20.9500,9997
008546,88487,3545,20121231,2012,INDL,C,D,STD,500472303,KONINKLIJKE PHILIPS NV,USD,12,38343.5690,A,NLD,,26.5400,9997
008546,88487,3545,20131231,2013,INDL,C,D,STD,500472303,KONINKLIJKE PHILIPS NV,USD,12,36595.6460,A,NLD,,36.9700,9997
008546,88487,3545,20141231,2014,INDL,C,D,STD,500472303,KONINKLIJKE PHILIPS NV,USD,12,34308.7550,A,NLD,,29.0000,9997
008546,88487,3545,20151231,2015,INDL,C,D,STD,500472303,KONINKLIJKE PHILIPS NV,USD,12,33636.8380,A,NLD,,25.4500,9997
008549,13928,21401,20101231,2010,INDL,C,D,STD,20825C104,CONOCOPHILLIPS,USD,12,156314.0000,A,USA,97435.0965,68.1000,1311
008549,13928,21401,20111231,2011,INDL,C,D,STD,20825C104,CONOCOPHILLIPS,USD,12,153230.0000,A,USA,93686.7729,72.8700,1311
008549,13928,21401,20121231,2012,INDL,C,D,STD,20825C104,CONOCOPHILLIPS,USD,12,117144.0000,A,USA,70748.7858,57.9900,1311
008549,13928,21401,20131231,2013,INDL,C,D,STD,20825C104,CONOCOPHILLIPS,USD,12,118057.0000,A,USA,86612.5904,70.6500,1311
008549,13928,21401,20141231,2014,INDL,C,D,STD,20825C104,CONOCOPHILLIPS,USD,12,116539.0000,A,USA,85037.2382,69.0600,1311
008549,13928,21401,20151231,2015,INDL,C,D,STD,20825C104,CONOCOPHILLIPS,USD,12,97484.0000,A,USA,57708.6532,46.6900,1311
008551,13936,21402,20100131,2009,INDL,C,D,STD,693656100,PVH CORP,USD,1,2339.6790,A,USA,2039.2296,39.2900,2300
008551,13936,21402,20110131,2010,INDL,C,D,STD,693656100,PVH CORP,USD,1,6735.3340,A,USA,3914.6424,58.3700,2300
008551,13936,21402,20120131,2011,INDL,C,D,STD,693656100,PVH CORP,USD,1,6752.3610,A,USA,5252.6251,77.1900,2300
008551,13936,21402,20130131,2012,INDL,C,D,STD,693656100,PVH CORP,USD,1,7781.5490,A,USA,8666.9306,118.8700,2300
008551,13936,21402,20140131,2013,INDL,C,D,STD,693656100,PVH CORP,USD,1,11575.5780,A,USA,9931.5253,120.8700,2300
008551,13936,21402,20150131,2014,INDL,C,D,STD,693656100,PVH CORP,USD,1,10931.8000,A,USA,9097.8834,110.2600,2300
008577,49971,21404,20101031,2010,INDL,C,D,STD,720186105,PIEDMONT NATURAL GAS CO,USD,10,3053.2750,A,USA,2131.5962,29.4900,4924
008577,49971,21404,20111031,2011,INDL,C,D,STD,720186105,PIEDMONT NATURAL GAS CO,USD,10,3242.5410,A,USA,2364.0754,32.6900,4924
008577,49971,21404,20121031,2012,INDL,C,D,STD,720186105,PIEDMONT NATURAL GAS CO,USD,10,3769.9390,A,USA,2302.6075,31.8700,4924
008577,49971,21404,20131031,2013,INDL,C,D,STD,720186105,PIEDMONT NATURAL GAS CO,USD,10,4368.6090,A,USA,2598.0199,34.1400,4924
008577,49971,21404,20141031,2014,INDL,C,D,STD,720186105,PIEDMONT NATURAL GAS CO,USD,10,4784.2530,A,USA,2984.9633,38.0100,4924
008577,49971,21404,20151031,2015,INDL,C,D,STD,720186105,PIEDMONT NATURAL GAS CO,USD,10,5110.7500,A,USA,4635.4047,57.3100,4924
008579,51692,21405,20100228,2009,INDL,C,D,STD,720279108,PIER 1 IMPORTS INC/DE,USD,2,642.9740,A,USA,706.2366,6.1100,5700
008579,51692,21405,20110228,2010,INDL,C,D,STD,720279108,PIER 1 IMPORTS INC/DE,USD,2,743.5770,A,USA,1184.2387,10.0800,5700
008579,51692,21405,20120229,2011,INDL,C,D,STD,720279108,PIER 1 IMPORTS INC/DE,USD,2,823.3630,A,USA,1883.8924,17.1700,5700
008579,51692,21405,20130228,2012,INDL,C,D,STD,720279108,PIER 1 IMPORTS INC/DE,USD,2,857.2150,A,USA,2389.1452,22.4700,5700
008579,51692,21405,20140228,2013,INDL,C,D,STD,720279108,PIER 1 IMPORTS INC/DE,USD,2,803.6230,A,USA,1867.6878,18.9200,5700
008579,51692,21405,20150228,2014,INDL,C,D,STD,720279108,PIER 1 IMPORTS INC/DE,USD,2,910.2040,A,USA,1084.3387,12.0600,5700
008582,82279,3659,20100331,2009,INDL,C,D,STD,817070501,SENECA FOODS CORP,USD,3,719.3330,A,USA,314.0010,29.1200,2033
008582,62958,3659,20100331,2009,INDL,C,D,STD,817070501,SENECA FOODS CORP,USD,3,719.3330,A,USA,314.0010,29.1200,2033
008582,62958,3659,20110331,2010,INDL,C,D,STD,817070501,SENECA FOODS CORP,USD,3,744.7080,A,USA,350.0649,29.8700,2033
008582,82279,3659,20110331,2010,INDL,C,D,STD,817070501,SENECA FOODS CORP,USD,3,744.7080,A,USA,350.0649,29.8700,2033
008582,82279,3659,20120331,2011,INDL,C,D,STD,817070501,SENECA FOODS CORP,USD,3,738.0360,A,USA,309.4820,26.3400,2033
008582,62958,3659,20120331,2011,INDL,C,D,STD,817070501,SENECA FOODS CORP,USD,3,738.0360,A,USA,309.4820,26.3400,2033
008582,82279,3659,20130331,2012,INDL,C,D,STD,817070501,SENECA FOODS CORP,USD,3,803.1490,A,USA,355.8009,33.0200,2033
008582,62958,3659,20130331,2012,INDL,C,D,STD,817070501,SENECA FOODS CORP,USD,3,803.1490,A,USA,355.8009,33.0200,2033
008582,82279,3659,20140331,2013,INDL,C,D,STD,817070501,SENECA FOODS CORP,USD,3,768.8530,A,USA,339.6184,31.4800,2033
008582,62958,3659,20140331,2013,INDL,C,D,STD,817070501,SENECA FOODS CORP,USD,3,768.8530,A,USA,339.6184,31.4800,2033
008582,62958,3659,20150331,2014,INDL,C,D,STD,817070501,SENECA FOODS CORP,USD,3,805.6940,A,USA,299.2501,29.8100,2033
008582,82279,3659,20150331,2014,INDL,C,D,STD,817070501,SENECA FOODS CORP,USD,3,805.6940,A,USA,299.2501,29.8100,2033
008599,63125,3580,20100331,2009,INDL,C,D,STD,00847J105,AGILYSYS INC,USD,3,330.3710,A,USA,256.1504,11.1700,7370
008599,63125,3580,20110331,2010,INDL,C,D,STD,00847J105,AGILYSYS INC,USD,3,312.3980,A,USA,132.1520,5.7400,7370
008599,63125,3580,20120331,2011,INDL,C,D,STD,00847J105,AGILYSYS INC,USD,3,204.1390,A,USA,196.6652,8.9900,7370
008599,63125,3580,20130331,2012,INDL,C,D,STD,00847J105,AGILYSYS INC,USD,3,196.9640,A,USA,220.1312,9.9400,7370
008599,63125,3580,20140331,2013,INDL,C,D,STD,00847J105,AGILYSYS INC,USD,3,190.8950,A,USA,301.0712,13.4000,7370
008599,63125,3580,20150331,2014,INDL,C,D,STD,00847J105,AGILYSYS INC,USD,3,181.5250,A,USA,224.2438,9.8400,7370
008605,89968,44721,20101231,2010,INDL,C,D,STD,724078100,PIPER JAFFRAY COS INC,USD,12,2033.7870,A,USA,,35.0100,6211
008605,89968,44721,20111231,2011,INDL,C,D,STD,724078100,PIPER JAFFRAY COS INC,USD,12,1655.7210,A,USA,,20.2000,6211
008605,89968,44721,20121231,2012,INDL,C,D,STD,724078100,PIPER JAFFRAY COS INC,USD,12,2087.7330,A,USA,,32.1300,6211
008605,89968,44721,20131231,2013,INDL,C,D,STD,724078100,PIPER JAFFRAY COS INC,USD,12,2318.1570,A,USA,,39.5500,6211
008605,89968,44721,20141231,2014,INDL,C,D,STD,724078100,PIPER JAFFRAY COS INC,USD,12,2623.9170,A,USA,886.7439,58.0900,6211
008605,89968,44721,20151231,2015,INDL,C,D,STD,724078100,PIPER JAFFRAY COS INC,USD,12,2138.5180,A,USA,537.7644,40.4000,6211
008606,24459,21411,20101231,2010,INDL,C,D,STD,724479100,PITNEY BOWES INC,USD,12,8444.0230,A,USA,4918.9616,24.1800,3579
008606,24459,21411,20111231,2011,INDL,C,D,STD,724479100,PITNEY BOWES INC,USD,12,8147.1040,A,USA,3703.3835,18.5400,3579
008606,24459,21411,20121231,2012,INDL,C,D,STD,724479100,PITNEY BOWES INC,USD,12,7859.8910,A,USA,2137.4058,10.6400,3579
008606,24459,21411,20131231,2013,INDL,C,D,STD,724479100,PITNEY BOWES INC,USD,12,6772.7080,A,USA,4708.5339,23.3000,3579
008606,24459,21411,20141231,2014,INDL,C,D,STD,724479100,PITNEY BOWES INC,USD,12,6485.6930,A,USA,4899.0524,24.3700,3579
008606,24459,21411,20151231,2015,INDL,C,D,STD,724479100,PITNEY BOWES INC,USD,12,6141.4620,A,USA,4037.5087,20.6500,3579
008611,13987,21413,20101231,2010,INDL,C,D,STD,73933H101,POWER REIT,USD,12,9.1990,A,USA,17.0328,11.2800,6798
008611,13987,21413,20111231,2011,INDL,C,D,STD,73933H101,POWER REIT,USD,12,10.1350,A,USA,17.6907,10.9000,6798
008611,13987,21413,20121231,2012,INDL,C,D,STD,73933H101,POWER REIT,USD,12,10.6370,A,USA,16.0677,9.9000,6798
008611,13987,21413,20131231,2013,INDL,C,D,STD,73933H101,POWER REIT,USD,12,12.0460,A,USA,14.7408,8.7900,6798
008611,13987,21413,20141231,2014,INDL,C,D,STD,73933H101,POWER REIT,USD,12,22.3390,A,USA,14.4622,8.3500,6798
008611,13987,21413,20151231,2015,INDL,C,D,STD,73933H101,POWER REIT,USD,12,21.7480,A,USA,7.6169,4.3700,6798
008633,80185,30106,20100331,2009,INDL,C,D,STD,727493108,PLANTRONICS INC,USD,3,655.3510,A,USA,1528.6536,31.2800,3661
008633,80185,30106,20110331,2010,INDL,C,D,STD,727493108,PLANTRONICS INC,USD,3,744.6470,A,USA,1769.2953,36.6200,3661
008633,80185,30106,20120331,2011,INDL,C,D,STD,727493108,PLANTRONICS INC,USD,3,672.4700,A,USA,1711.5331,40.2600,3661
008633,80185,30106,20130331,2012,INDL,C,D,STD,727493108,PLANTRONICS INC,USD,3,764.6050,A,USA,1912.6758,44.1900,3661
008633,80185,30106,20140331,2013,INDL,C,D,STD,727493108,PLANTRONICS INC,USD,3,811.8150,A,USA,1895.7481,44.4500,3661
008633,80185,30106,20150331,2014,INDL,C,D,STD,727493108,PLANTRONICS INC,USD,3,876.0420,A,USA,2202.7730,52.9500,3661
008644,89692,26227,20101231,2010,INDL,C,D,STD,496902404,KINROSS GOLD CORP,USD,12,16397.1000,A,CAN,21487.2732,18.9600,1040
008644,89692,26227,20111231,2011,INDL,C,D,STD,496902404,KINROSS GOLD CORP,USD,12,16508.8000,A,CAN,12970.1448,11.4000,1040
008644,89692,26227,20121231,2012,INDL,C,D,STD,496902404,KINROSS GOLD CORP,USD,12,14882.4000,A,CAN,11082.0830,9.7200,1040
008644,89692,26227,20131231,2013,INDL,C,D,STD,496902404,KINROSS GOLD CORP,USD,12,10286.7000,A,CAN,5008.2146,4.3800,1040
008644,89692,26227,20141231,2014,INDL,C,D,STD,496902404,KINROSS GOLD CORP,USD,12,8951.4000,A,CAN,3227.7043,2.8200,1040
008644,89692,26227,20151231,2015,INDL,C,D,STD,496902404,KINROSS GOLD CORP,USD,12,7735.4000,A,CAN,2086.7028,1.8200,1040
008661,13828,54354,20141231,2014,INDL,C,D,STD,74312Y103,PROFESSIONAL DIVERSITY NETWK,USD,12,74.5920,A,USA,61.9464,4.8700,7370
008661,13828,54354,20151231,2015,INDL,C,D,STD,74312Y103,PROFESSIONAL DIVERSITY NETWK,USD,12,41.4280,A,USA,7.2335,0.5000,7370
008692,49744,21431,20101231,2010,INDL,C,D,STD,737630103,POTLATCH CORP,USD,12,781.7110,A,USA,1303.0742,32.5500,2421
008692,49744,21431,20111231,2011,INDL,C,D,STD,737630103,POTLATCH CORP,USD,12,746.2200,A,USA,1250.6842,31.1100,2421
008692,49744,21431,20121231,2012,INDL,C,D,STD,737630103,POTLATCH CORP,USD,12,718.8970,A,USA,1581.1930,39.1491,2421
008692,49744,21431,20131231,2013,INDL,C,D,STD,737630103,POTLATCH CORP,USD,12,680.5300,A,USA,1692.0144,41.7400,2421
008692,49744,21431,20141231,2014,INDL,C,D,STD,737630103,POTLATCH CORP,USD,12,1035.4210,A,USA,1700.1314,41.8700,2421
008692,49744,21431,20151231,2015,INDL,C,D,STD,737630103,POTLATCH CORP,USD,12,1016.6120,A,USA,1230.1934,30.2400,2421
008694,23501,21432,20101231,2010,INDL,C,D,STD,713291102,PEPCO HOLDINGS INC,USD,12,14480.0000,I,USA,4107.7465,18.2500,4911
008694,23501,21432,20111231,2011,INDL,C,D,STD,713291102,PEPCO HOLDINGS INC,USD,12,14910.0000,I,USA,4618.2500,20.3000,4911
008694,23501,21432,20121231,2012,INDL,C,D,STD,713291102,PEPCO HOLDINGS INC,USD,12,15776.0000,I,USA,4510.5942,19.6100,4911
008694,23501,21432,20131231,2013,INDL,C,D,STD,713291102,PEPCO HOLDINGS INC,USD,12,14848.0000,I,USA,4788.7173,19.1300,4911
008694,23501,21432,20141231,2014,INDL,C,D,STD,713291102,PEPCO HOLDINGS INC,USD,12,15667.0000,I,USA,6805.9920,26.9300,4911
008694,23501,21432,20151231,2015,INDL,C,D,STD,713291102,PEPCO HOLDINGS INC,USD,12,16326.0000,I,USA,6614.0569,26.0100,4911
008699,63715,3642,20100930,2010,INDL,C,D,STD,739128106,POWELL INDUSTRIES INC,USD,9,400.7120,A,USA,363.3882,31.1200,3613
008699,63715,3642,20110930,2011,INDL,C,D,STD,739128106,POWELL INDUSTRIES INC,USD,9,421.6760,A,USA,363.9594,30.9700,3613
008699,63715,3642,20120930,2012,INDL,C,D,STD,739128106,POWELL INDUSTRIES INC,USD,9,448.3120,A,USA,460.7917,38.6700,3613
008699,63715,3642,20130930,2013,INDL,C,D,STD,739128106,POWELL INDUSTRIES INC,USD,9,530.9030,A,USA,733.7026,61.2900,3613
008699,63715,3642,20140930,2014,INDL,C,D,STD,739128106,POWELL INDUSTRIES INC,USD,9,541.4430,A,USA,491.5867,40.8600,3613
008699,63715,3642,20150930,2015,INDL,C,D,STD,739128106,POWELL INDUSTRIES INC,USD,9,468.8240,A,USA,364.2100,30.1000,3613
008716,63811,3649,20101231,2010,INDL,C,D,STD,740065107,PREPAID LEGAL SERVICES INC,USD,12,165.3190,I,USA,588.2810,60.2500,6399
008717,63830,3499,20100331,2009,INDL,C,D,STD,740189105,PRECISION CASTPARTS CORP,USD,3,7660.7000,I,USA,17977.9949,126.7100,3728
008717,63830,3499,20110331,2010,INDL,C,D,STD,740189105,PRECISION CASTPARTS CORP,USD,3,8955.9000,I,USA,21151.5322,147.1800,3728
008717,63830,3499,20120331,2011,INDL,C,D,STD,740189105,PRECISION CASTPARTS CORP,USD,3,10558.8000,I,USA,25115.1082,172.9000,3728
008717,63830,3499,20130331,2012,INDL,C,D,STD,740189105,PRECISION CASTPARTS CORP,USD,3,16896.0000,I,USA,27723.7713,189.6200,3728
008717,63830,3499,20140331,2013,INDL,C,D,STD,740189105,PRECISION CASTPARTS CORP,USD,3,18586.0000,I,USA,36671.6846,252.7600,3728
008717,63830,3499,20150331,2014,INDL,C,D,STD,740189105,PRECISION CASTPARTS CORP,USD,3,19428.0000,I,USA,29103.2700,210.0000,3728
008717,63830,3499,20151231,2015,INDL,C,D,STD,740189105,PRECISION CASTPARTS CORP,USD,12,20497.0000,I,USA,31956.8254,232.0100,3728
008734,35561,21438,20101231,2010,INDL,C,D,STD,741004204,PRESIDENTIAL RLTY NEW  -CL B,USD,12,23.9380,A,USA,5.8216,1.6300,6798
008762,18163,21446,20100630,2010,INDL,C,D,STD,742718109,PROCTER & GAMBLE CO,USD,6,128172.0000,A,USA,170553.1300,59.9800,2840
008762,18163,21446,20110630,2011,INDL,C,D,STD,742718109,PROCTER & GAMBLE CO,USD,6,138354.0000,A,USA,175815.5490,63.5700,2840
008762,18163,21446,20120630,2012,INDL,C,D,STD,742718109,PROCTER & GAMBLE CO,USD,6,132244.0000,A,USA,168315.0000,61.2500,2840
008762,18163,21446,20130630,2013,INDL,C,D,STD,742718109,PROCTER & GAMBLE CO,USD,6,139263.0000,A,USA,211131.7557,76.9900,2840
008762,18163,21446,20140630,2014,INDL,C,D,STD,742718109,PROCTER & GAMBLE CO,USD,6,144266.0000,A,USA,213042.2435,78.5900,2840
008762,18163,21446,20150630,2015,INDL,C,D,STD,742718109,PROCTER & GAMBLE CO,USD,6,129495.0000,A,USA,212388.0350,78.2400,2840
008789,64486,3684,20101231,2010,INDL,C,D,STD,743674103,PROTECTIVE LIFE CORP,USD,12,47562.7860,I,USA,2282.1955,26.6400,6311
008789,64486,3684,20111231,2011,INDL,C,D,STD,743674103,PROTECTIVE LIFE CORP,USD,12,52932.0850,I,USA,,22.5600,6311
008789,64486,3684,20121231,2012,INDL,C,D,STD,743674103,PROTECTIVE LIFE CORP,USD,12,57384.6720,I,USA,,28.5800,6311
008789,64486,3684,20131231,2013,INDL,C,D,STD,743674103,PROTECTIVE LIFE CORP,USD,12,68784.1070,I,USA,3980.7108,50.6600,6311
